nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_E_score,original_decile,E_expanded_decile,GB_IMD_E_rank,GB_IMD_E_pop_decile,GB_IMD_E_pop_quintile
E,E01012686,70.955,44.3,35.0,70.955,1,1.0,342.0,1,1
E,E01010617,70.94,41.5,33.1,70.94,1,1.0,343.0,1,1
E,E01025036,70.903,35.5,31.7,70.903,1,1.0,344.0,1,1
W,W01000742,67.4,41.0,30.0,70.88578740347872,1,1.0,345.0,1,1
E,E01009577,70.862,48.1,31.7,70.862,1,1.0,346.0,1,1
E,E01027819,70.853,43.4,29.799999999999997,70.853,1,1.0,347.0,1,1
E,E01033468,70.851,49.8,33.7,70.851,1,1.0,348.0,1,1
E,E01006638,70.825,43.1,31.7,70.825,1,1.0,349.0,1,1
E,E01008122,70.813,39.6,29.7,70.813,1,1.0,350.0,1,1
E,E01006630,70.809,40.0,32.4,70.809,1,1.0,351.0,1,1
E,E01012100,70.723,40.0,37.6,70.723,1,1.0,352.0,1,1
S,S01010212,73.57254455179569,40.0,32.0,70.69590939160646,1,1.0,353.0,1,1
S,S01010160,72.84183996584638,38.0,31.0,70.69041420526847,1,1.0,354.0,1,1
S,S01010353,73.37591783956235,39.0,32.0,70.6786505743606,1,1.0,355.0,1,1
W,W01000832,67.9,41.0,27.0,70.67119170975701,1,1.0,356.0,1,1
E,E01007577,70.656,35.9,29.7,70.656,1,1.0,357.5,1,1
E,E01013278,70.656,44.9,31.8,70.656,1,1.0,357.5,1,1
E,E01033676,70.653,41.699999999999996,30.8,70.653,1,1.0,359.0,1,1
E,E01007736,70.649,47.699999999999996,31.1,70.649,1,1.0,360.0,1,1
E,E01012836,70.634,38.800000000000004,32.2,70.634,1,1.0,361.0,1,1
W,W01000237,69.3,44.0,22.0,70.61824483382173,1,1.0,362.0,1,1
E,E01012854,70.596,40.300000000000004,34.1,70.596,1,1.0,363.0,1,1
E,E01012857,70.567,42.6,29.599999999999998,70.567,1,1.0,364.0,1,1
E,E01028256,70.536,36.9,32.9,70.536,1,1.0,365.0,1,1
E,E01007008,70.525,41.3,34.0,70.525,1,1.0,366.0,1,1
E,E01012127,70.522,42.9,37.5,70.522,1,1.0,367.0,1,1
S,S01011581,71.06808741707552,35.0,28.0,70.50458091790689,1,1.0,368.0,1,1
E,E01008836,70.5,39.2,32.7,70.5,1,1.0,369.0,1,1
E,E01012879,70.445,40.699999999999996,28.199999999999996,70.445,1,1.0,370.0,1,1
E,E01026093,70.442,35.9,32.0,70.442,1,1.0,371.0,1,1
S,S01011656,71.02005605472863,37.0,27.0,70.4342574929805,1,1.0,372.0,1,1
E,E01033688,70.428,39.5,28.599999999999998,70.428,1,1.0,373.0,1,1
E,E01005067,70.425,36.3,29.2,70.425,1,1.0,374.0,1,1
S,S01011243,74.06701923844518,40.0,34.0,70.4052551051987,1,1.0,375.0,1,1
E,E01006412,70.402,46.6,32.300000000000004,70.402,1,1.0,376.0,1,1
E,E01013818,70.39,47.0,30.8,70.39,1,1.0,377.0,1,1
E,E01006778,70.381,42.1,33.1,70.381,1,1.0,378.0,1,1
E,E01006442,70.378,39.4,36.1,70.378,1,1.0,379.0,1,1
S,S01010492,70.96093168696618,39.0,26.0,70.34963283750659,1,1.0,380.0,1,1
E,E01010029,70.309,44.6,31.1,70.309,1,1.0,381.0,1,1
E,E01012252,70.272,48.1,31.8,70.272,1,1.0,382.0,1,1
E,E01007970,70.205,37.4,40.5,70.205,1,1.0,383.0,1,1
E,E01013209,70.182,42.5,32.800000000000004,70.182,1,1.0,384.0,1,1
E,E01012891,70.13,36.4,25.2,70.13,1,1.0,385.0,1,1
E,E01007278,70.127,36.7,29.099999999999998,70.127,1,1.0,386.0,1,1
E,E01013212,70.09,44.4,32.300000000000004,70.09,1,1.0,387.0,1,1
E,E01006556,70.045,39.7,25.6,70.045,1,1.0,388.0,1,1
W,W01000896,67.3,39.0,26.0,70.03219353138576,1,1.0,389.0,1,1
E,E01006700,70.028,37.4,29.299999999999997,70.028,1,1.0,390.0,1,1
S,S01008757,70.13011749710543,34.0,27.0,69.99564226359995,1,1.0,391.0,1,1
S,S01010221,71.03280816449275,37.0,28.0,69.98662928171514,1,1.0,392.0,1,1
E,E01006470,69.975,39.2,33.1,69.975,1,1.0,393.0,1,1
E,E01005228,69.965,39.800000000000004,28.4,69.965,1,1.0,394.0,1,1
E,E01012680,69.964,40.9,27.900000000000002,69.964,1,1.0,395.0,1,1
E,E01005680,69.961,37.8,32.1,69.961,1,1.0,396.0,1,1
E,E01006821,69.907,40.5,32.4,69.907,1,1.0,397.0,1,1
E,E01007575,69.904,40.5,31.7,69.904,1,1.0,398.0,1,1
E,E01005448,69.837,36.8,30.9,69.837,1,1.0,399.0,1,1
S,S01012069,71.80971580175861,36.0,31.0,69.8322570434257,1,1.0,400.0,1,1
S,S01010179,69.63953355275862,34.0,26.0,69.82724416158887,1,1.0,401.0,1,1
E,E01024683,69.77,42.4,35.0,69.77,1,1.0,402.0,1,1
S,S01010338,69.58617190637345,34.0,26.0,69.7584497115043,1,1.0,403.0,1,1
E,E01012876,69.66,39.2,28.1,69.66,1,1.0,404.0,1,1
W,W01001238,67.3,41.0,25.0,69.65374902259043,1,1.0,405.0,1,1
E,E01008485,69.647,45.300000000000004,31.8,69.647,1,1.0,406.0,1,1
E,E01006548,69.609,39.5,26.8,69.609,1,1.0,407.0,1,1
W,W01001659,67.9,40.0,22.0,69.60822354308691,1,1.0,408.0,1,1
E,E01006544,69.599,38.800000000000004,30.0,69.599,1,1.0,409.0,1,1
S,S01009985,71.26778951537678,42.0,27.0,69.57246528625448,1,1.0,410.0,1,1
E,E01013203,69.562,41.9,27.200000000000003,69.562,1,1.0,411.0,1,1
E,E01007979,69.517,43.0,28.299999999999997,69.517,1,1.0,412.0,1,1
E,E01020764,69.516,36.8,37.1,69.516,1,1.0,413.0,1,1
S,S01009787,69.53401142536828,35.0,26.0,69.45496920928862,1,1.0,414.0,1,1
S,S01009983,70.08172605642095,40.0,25.0,69.44398456622372,1,1.0,415.0,1,1
E,E01012084,69.417,45.6,31.5,69.417,1,1.0,416.0,1,1
E,E01008426,69.406,41.099999999999994,29.4,69.406,1,1.0,417.0,1,1
E,E01016868,69.404,41.0,32.7,69.404,1,1.0,418.0,1,1
S,S01013205,69.84831443717512,37.0,26.0,69.38770306102974,1,1.0,419.0,1,1
E,E01009113,69.379,39.2,28.299999999999997,69.379,1,1.0,420.0,1,1
S,S01008712,71.79794094031965,36.0,32.0,69.35300837794917,1,1.0,421.0,1,1
S,S01010147,69.45307074791297,37.0,25.0,69.34221871569193,1,1.0,422.0,1,1
S,S01011230,72.86829709357794,40.0,33.0,69.32391706619538,1,1.0,423.0,1,1
E,E01007011,69.304,41.5,34.300000000000004,69.304,1,1.0,424.0,1,1
E,E01033110,69.271,36.4,29.2,69.271,1,1.0,425.0,1,1
E,E01006633,69.246,41.9,31.8,69.246,1,1.0,426.0,1,1
E,E01006691,69.234,37.4,22.1,69.234,1,1.0,427.0,1,1
W,W01001955,64.7,39.0,33.0,69.19012066216003,1,1.0,428.0,1,1
E,E01006357,69.187,38.4,27.200000000000003,69.187,1,1.0,429.0,1,1
E,E01006735,69.181,41.4,32.300000000000004,69.181,1,1.0,430.0,1,1
E,E01010735,69.178,40.5,26.900000000000002,69.178,1,1.0,431.0,1,1
E,E01012304,69.177,40.5,30.8,69.177,1,1.0,432.0,1,1
S,S01010150,70.03886351524197,37.0,27.0,69.16929275231566,1,1.0,433.0,1,1
W,W01001339,66.4,43.0,27.0,69.11516639693738,1,1.0,434.0,1,1
E,E01013632,69.112,37.6,28.599999999999998,69.112,1,1.0,435.0,1,1
E,E01008666,69.062,47.699999999999996,36.6,69.062,1,1.0,436.0,1,1
E,E01026048,69.053,31.900000000000002,35.4,69.053,1,1.0,437.0,1,1
E,E01012045,69.039,43.1,31.2,69.039,1,1.0,438.0,1,1
E,E01013638,69.014,42.0,27.900000000000002,69.014,1,1.0,439.0,1,1
S,S01009775,69.37501278809339,36.0,26.0,69.01375172355537,1,1.0,440.0,1,1
E,E01026173,68.992,42.1,31.900000000000002,68.992,1,1.0,441.0,1,1
W,W01001739,67.3,44.0,23.0,68.97224676657311,1,1.0,442.0,1,1
E,E01012785,68.953,40.300000000000004,31.1,68.953,1,1.0,443.0,1,1
S,S01010202,69.68432200558563,36.0,27.0,68.94844835657176,1,1.0,444.0,1,1
S,S01007803,70.03985689328529,38.0,27.0,68.93433881835313,1,1.0,445.0,1,1
E,E01005205,68.922,39.4,28.000000000000004,68.922,1,1.0,446.0,1,1
S,S01009986,71.47571624826412,42.0,29.0,68.91239007232069,1,1.0,447.0,1,1
E,E01005089,68.892,40.400000000000006,29.099999999999998,68.892,1,1.0,448.0,1,1
E,E01013725,68.881,40.0,27.6,68.881,1,1.0,449.0,1,1
E,E01010800,68.848,39.300000000000004,32.6,68.848,1,1.0,450.0,1,1
S,S01010230,72.85291719687359,42.0,33.0,68.8316199091554,1,1.0,451.0,1,1
E,E01008437,68.773,49.0,40.1,68.773,1,1.0,452.0,1,1
E,E01033471,68.771,48.0,31.900000000000002,68.771,1,1.0,453.0,1,1
S,S01009471,73.31727628322429,43.0,34.0,68.72997401332009,1,1.0,454.0,1,1
S,S01012502,70.06870975371986,41.0,26.0,68.72690081195584,1,1.0,455.0,1,1
E,E01006453,68.706,42.1,33.900000000000006,68.706,1,1.0,456.0,1,1
S,S01010133,70.75622702700541,37.0,30.0,68.70192093214904,1,1.0,457.0,1,1
E,E01011623,68.697,38.6,27.0,68.697,1,1.0,458.0,1,1
E,E01011750,68.664,39.900000000000006,30.5,68.664,1,1.0,459.0,1,1
E,E01012856,68.654,41.4,32.1,68.654,1,1.0,460.0,1,1
E,E01015153,68.64,41.099999999999994,32.4,68.64,1,1.0,461.0,1,1
E,E01024580,68.633,27.200000000000003,26.200000000000003,68.633,1,1.0,462.0,1,1
E,E01007737,68.626,42.0,33.1,68.626,1,1.0,463.0,1,1
W,W01001704,66.6,40.0,23.0,68.61800964435233,1,1.0,464.0,1,1
E,E01019140,68.578,40.0,32.2,68.578,1,1.0,465.0,1,1
S,S01007701,71.34708393491553,35.0,33.0,68.54392455574106,1,1.0,466.0,1,1
S,S01010890,71.3429527448968,43.0,29.0,68.50499522386215,1,1.0,467.0,1,1
E,E01006699,68.487,38.4,32.4,68.487,1,1.0,468.0,1,1
W,W01001479,65.0,40.0,29.0,68.48510031592657,1,1.0,469.0,1,1
E,E01011427,68.482,34.5,23.799999999999997,68.482,1,1.0,470.0,1,1
E,E01013165,68.477,38.9,23.5,68.477,1,1.0,471.0,1,1
E,E01010737,68.418,35.6,26.8,68.418,1,1.0,472.0,1,1
E,E01012075,68.402,44.7,28.1,68.402,1,1.0,473.0,1,1
E,E01006518,68.396,39.6,31.5,68.396,1,1.0,474.0,1,1
E,E01006546,68.39,35.4,29.299999999999997,68.39,1,1.0,475.0,1,1
E,E01009124,68.387,44.9,27.0,68.387,1,1.0,476.0,1,1
E,E01020979,68.356,35.9,29.4,68.356,1,1.0,477.0,1,1
E,E01014593,68.352,39.6,27.1,68.352,1,1.0,478.0,1,1
E,E01005130,68.324,37.5,28.799999999999997,68.324,1,1.0,479.0,1,1
E,E01017035,68.323,37.9,26.900000000000002,68.323,1,1.0,480.0,1,1
E,E01024590,68.275,40.1,36.3,68.275,1,1.0,481.0,1,1
S,S01012728,68.80826194651725,40.0,24.0,68.26628832369332,1,1.0,482.0,1,1
E,E01013730,68.224,38.0,28.199999999999996,68.224,1,1.0,483.0,1,1
S,S01011492,67.45847622443702,33.0,24.0,68.17977125880958,1,1.0,484.0,1,1
E,E01011312,68.158,37.1,26.700000000000003,68.158,1,1.0,485.0,1,1
S,S01007790,67.62587742015063,38.0,22.0,68.14255052599569,1,1.0,486.0,1,1
E,E01010456,68.126,49.6,33.0,68.126,1,1.0,487.0,1,1
E,E01009129,68.125,39.800000000000004,28.499999999999996,68.125,1,1.0,488.0,1,1
E,E01007947,68.121,38.0,36.6,68.121,1,1.0,489.0,1,1
S,S01009776,70.13348164033737,40.0,28.0,68.1185033272126,1,1.0,490.0,1,1
E,E01006706,68.114,40.2,32.300000000000004,68.114,1,1.0,491.0,1,1
S,S01011475,70.82559511357547,36.0,32.0,68.0994489214051,1,1.0,492.0,1,1
E,E01012783,68.061,36.7,29.099999999999998,68.061,1,1.0,493.0,1,1
S,S01010873,70.97849140547677,37.0,32.0,68.06032997629718,1,1.0,494.0,1,1
E,E01013221,68.055,38.2,28.599999999999998,68.055,1,1.0,495.0,1,1
E,E01014108,68.039,41.699999999999996,30.099999999999998,68.039,1,1.0,496.0,1,1
W,W01001303,65.0,35.0,25.0,67.95135018119842,1,1.0,497.0,1,1
E,E01008841,67.875,39.0,29.7,67.875,1,1.0,498.0,1,1
E,E01006444,67.855,41.199999999999996,29.7,67.855,1,1.0,499.0,1,1
E,E01007019,67.849,45.4,34.0,67.849,1,1.0,500.0,1,1
E,E01010822,67.825,35.199999999999996,26.400000000000002,67.825,1,1.0,501.0,1,1
E,E01008907,67.824,40.9,28.1,67.824,1,1.0,502.0,1,1
E,E01032889,67.813,45.7,24.4,67.813,1,1.0,503.0,1,1
W,W01001144,65.4,39.0,24.0,67.79686595983594,1,1.0,504.0,1,1
S,S01011657,69.14232263885391,36.0,28.0,67.78562814235241,1,1.0,505.0,1,1
E,E01014832,67.78,41.4,33.800000000000004,67.78,1,1.0,506.0,1,1
E,E01006614,67.776,35.199999999999996,29.5,67.776,1,1.0,507.0,1,1
S,S01010141,69.68031662553337,39.0,28.0,67.7705123709396,1,1.0,508.0,1,1
E,E01033035,67.767,38.5,23.799999999999997,67.767,1,1.0,509.0,1,1
E,E01006411,67.76,37.1,31.8,67.76,1,1.0,510.0,1,1
E,E01010850,67.754,39.6,25.7,67.754,1,1.0,511.0,1,1
E,E01012843,67.75,39.800000000000004,26.6,67.75,1,1.0,512.0,1,1
E,E01014594,67.738,43.8,27.0,67.738,1,1.0,513.0,1,1
E,E01011371,67.717,34.5,28.199999999999996,67.717,1,1.0,514.0,1,1
E,E01013692,67.708,42.5,30.0,67.708,1,1.0,515.0,1,1
S,S01010177,70.17497274958298,42.0,28.0,67.6995249270911,1,1.0,516.0,1,1
E,E01008980,67.673,40.5,28.1,67.673,1,1.0,517.0,1,1
S,S01008011,68.6766029620572,32.0,29.0,67.66608701791931,1,1.0,518.0,1,1
E,E01010777,67.63,33.300000000000004,32.9,67.63,1,1.0,519.0,1,1
S,S01010112,68.11744943799098,35.0,26.0,67.62872115410478,1,1.0,520.0,1,1
E,E01025041,67.622,35.8,27.0,67.622,1,1.0,521.0,1,1
E,E01025582,67.619,33.4,30.2,67.619,1,1.0,522.0,1,1
E,E01010107,67.581,39.2,29.9,67.581,1,1.0,523.0,1,1
E,E01006775,67.548,42.0,32.300000000000004,67.548,1,1.0,524.0,1,1
E,E01012639,67.54,41.3,30.7,67.54,1,1.0,525.0,1,1
E,E01007010,67.539,39.300000000000004,32.9,67.539,1,1.0,526.0,1,1
E,E01008017,67.487,38.7,29.5,67.487,1,1.0,527.0,1,1
S,S01012064,69.45991097994371,39.0,28.0,67.48636287010845,1,1.0,528.0,1,1
E,E01006445,67.486,40.6,28.999999999999996,67.486,1,1.0,529.0,1,1
E,E01005004,67.478,39.0,40.1,67.478,1,1.0,530.0,1,1
W,W01000864,65.5,42.0,23.0,67.43671814211217,1,1.0,531.0,1,1
E,E01012381,67.435,42.0,32.6,67.435,1,1.0,532.0,1,1
S,S01010361,70.84612911518457,35.0,34.0,67.43401944499333,1,1.0,533.0,1,1
W,W01001740,65.9,44.0,22.0,67.43300744389632,1,1.0,534.0,1,1
S,S01010171,67.77945167602068,34.0,26.0,67.42920514872172,1,1.0,535.0,1,1
E,E01013279,67.405,36.4,30.2,67.405,1,1.0,536.0,1,1
S,S01009935,70.10450257859264,37.0,31.0,67.39764187686907,1,1.0,537.0,1,1
E,E01008214,67.387,43.6,27.800000000000004,67.387,1,1.0,538.0,1,1
E,E01012044,67.383,41.0,28.499999999999996,67.383,1,1.0,539.0,1,1
E,E01012788,67.381,39.5,26.700000000000003,67.381,1,1.0,540.0,1,1
E,E01008913,67.372,47.8,31.1,67.372,1,1.0,541.0,1,1
E,E01014580,67.37,37.5,25.0,67.37,1,1.0,542.0,1,1
E,E01008425,67.363,40.5,38.0,67.363,1,1.0,543.0,1,1
W,W01000921,64.1,38.0,27.0,67.33738079397205,1,1.0,544.0,1,1
E,E01005142,67.29,44.2,29.099999999999998,67.29,1,1.0,545.0,1,1
E,E01012875,67.283,37.5,26.0,67.283,1,1.0,546.0,1,1
E,E01012782,67.275,41.199999999999996,29.2,67.275,1,1.0,547.0,1,1
E,E01033693,67.256,34.599999999999994,25.2,67.256,1,1.0,548.0,1,1
E,E01005132,67.227,35.5,25.4,67.227,1,1.0,549.0,1,1
E,E01012254,67.217,44.4,32.9,67.217,1,1.0,550.0,1,1
E,E01012880,67.207,42.199999999999996,28.199999999999996,67.207,1,1.0,551.0,1,1
E,E01032755,67.169,35.3,30.8,67.169,1,1.0,552.0,1,1
S,S01013166,70.10375391639437,38.0,31.0,67.1604420845314,1,1.0,553.0,1,1
E,E01009367,67.159,39.1,27.500000000000004,67.159,1,1.0,554.0,1,1
E,E01027874,67.147,43.0,31.0,67.147,1,1.0,555.5,1,1
E,E01012873,67.147,41.5,28.999999999999996,67.147,1,1.0,555.5,1,1
W,W01000817,64.3,40.0,26.0,67.14630319046645,1,1.0,557.0,1,1
E,E01008438,67.144,41.6,32.2,67.144,1,1.0,558.5,1,1
E,E01011780,67.144,37.6,32.2,67.144,1,1.0,558.5,1,1
E,E01026129,67.143,39.2,29.9,67.143,1,1.0,560.0,1,1
E,E01012754,67.14,34.0,31.4,67.14,1,1.0,561.0,1,1
E,E01006440,67.136,42.199999999999996,29.9,67.136,1,1.0,562.0,1,1
E,E01007735,67.133,41.4,30.099999999999998,67.133,1,1.0,563.0,1,1
E,E01009607,67.115,41.9,31.3,67.115,1,1.0,564.0,1,1
S,S01010209,69.14348258625738,35.0,30.0,67.09522141176514,1,1.0,565.0,1,1
W,W01001738,66.5,47.0,19.0,67.08593491809951,1,1.0,566.0,1,1
E,E01008702,67.052,39.2,34.2,67.052,1,1.0,567.0,1,1
S,S01010313,69.84864773681662,41.0,29.0,67.05098918635733,1,1.0,568.0,1,1
E,E01007204,67.045,41.199999999999996,33.5,67.045,1,1.0,569.0,1,1
E,E01004787,67.018,43.5,32.2,67.018,1,1.0,570.0,1,1
W,W01000830,65.5,42.0,21.0,66.98137617081481,1,1.0,571.0,1,1
E,E01004841,66.979,43.1,29.2,66.979,1,1.0,572.0,1,1
E,E01008305,66.965,39.800000000000004,29.9,66.965,1,1.0,573.0,1,1
E,E01011473,66.932,36.6,27.1,66.932,1,1.0,574.0,1,1
E,E01012781,66.929,38.800000000000004,30.099999999999998,66.929,1,1.0,575.0,1,1
E,E01012113,66.919,42.4,27.1,66.919,1,1.0,576.0,1,1
E,E01005325,66.915,39.2,29.799999999999997,66.915,1,1.0,577.0,1,1
E,E01011344,66.91,35.699999999999996,22.900000000000002,66.91,1,1.0,578.0,1,1
E,E01014118,66.907,39.800000000000004,29.7,66.907,1,1.0,579.0,1,1
E,E01006791,66.9,38.9,31.3,66.9,1,1.0,580.0,1,1
E,E01012601,66.894,41.199999999999996,31.3,66.894,1,1.0,581.0,1,1
E,E01012085,66.893,40.8,29.9,66.893,1,1.0,582.0,1,1
E,E01008227,66.873,40.2,28.599999999999998,66.873,1,1.0,583.0,1,1
S,S01007463,67.90340678284825,41.0,24.0,66.86350400014359,1,1.0,584.0,1,1
E,E01009099,66.836,37.0,28.7,66.836,1,1.0,585.0,1,1
S,S01007797,67.67923273643805,36.0,26.0,66.82753251892395,1,1.0,586.0,1,1
E,E01008817,66.792,43.9,30.7,66.792,1,1.0,587.0,1,1
E,E01014585,66.779,40.2,25.0,66.779,1,1.0,588.0,1,1
E,E01008839,66.767,39.5,31.2,66.767,1,1.0,589.0,1,1
E,E01010739,66.752,36.4,25.1,66.752,1,1.0,590.0,1,1
E,E01021970,66.742,36.3,30.2,66.742,1,1.0,591.0,1,1
S,S01010165,67.2462863750013,34.0,26.0,66.74184229220394,1,1.0,592.0,1,1
E,E01012888,66.719,38.2,24.9,66.719,1,1.0,593.0,1,1
E,E01007303,66.713,42.9,34.1,66.713,1,1.0,594.0,1,1
E,E01033767,66.704,39.6,29.099999999999998,66.704,1,1.0,595.0,1,1
E,E01024663,66.676,42.1,27.800000000000004,66.676,1,1.0,596.0,1,1
E,E01005466,66.643,41.4,30.3,66.643,1,1.0,597.0,1,1
E,E01006615,66.636,37.7,28.299999999999997,66.636,1,1.0,598.0,1,1
E,E01005828,66.625,38.3,30.8,66.625,1,1.0,599.0,1,1
E,E01009539,66.621,37.9,31.3,66.621,1,1.0,600.0,1,1
S,S01010253,68.25051806227432,40.0,26.0,66.61910171759625,1,1.0,601.0,1,1
W,W01000939,62.2,36.0,31.0,66.61885265946097,1,1.0,602.0,1,1
E,E01006952,66.597,39.5,37.1,66.597,1,1.0,603.0,1,1
E,E01005189,66.578,36.9,29.599999999999998,66.578,1,1.0,604.0,1,1
E,E01011999,66.571,44.1,32.0,66.571,1,1.0,605.0,1,1
E,E01009155,66.559,37.3,30.0,66.559,1,1.0,606.0,1,1
S,S01010037,66.73975670694247,36.0,24.0,66.54448594072537,1,1.0,607.0,1,1
E,E01009514,66.535,34.599999999999994,27.400000000000002,66.535,1,1.0,608.0,1,1
E,E01009128,66.527,36.6,26.3,66.527,1,1.0,609.0,1,1
S,S01010067,67.08770731731155,38.0,24.0,66.52059866468207,1,1.0,610.0,1,1
E,E01008220,66.456,37.9,28.7,66.456,1,1.0,611.5,1,1
E,E01016866,66.456,39.7,33.4,66.456,1,1.0,611.5,1,1
E,E01012859,66.451,35.8,24.4,66.451,1,1.0,613.0,1,1
E,E01005484,66.441,43.5,27.500000000000004,66.441,1,1.0,614.0,1,1
S,S01010358,69.17825040766415,36.0,31.0,66.4397415015212,1,1.0,615.0,1,1
E,E01027974,66.426,39.0,29.599999999999998,66.426,1,1.0,616.0,1,1
S,S01009633,67.37238547404853,40.0,24.0,66.41513981152319,1,1.0,617.0,1,1
S,S01012885,66.24801613407904,34.0,24.0,66.38299753840073,1,1.0,618.0,1,1
S,S01009636,70.20949015575998,38.0,33.0,66.36862170750888,1,1.0,619.0,1,1
S,S01010359,68.75449916975779,40.0,28.0,66.34070321859102,1,1.0,620.0,1,1
S,S01010311,66.39119489529791,35.0,24.0,66.33135064063836,1,1.0,621.0,1,1
E,E01007207,66.329,39.6,32.800000000000004,66.329,1,1.0,622.0,1,1
E,E01026968,66.317,35.8,30.3,66.317,1,1.0,623.0,1,1
E,E01009364,66.314,42.1,28.499999999999996,66.314,1,1.0,624.0,1,1
S,S01012748,67.28012528360671,36.0,26.0,66.31299858674348,1,1.0,625.0,1,1
E,E01010623,66.301,38.800000000000004,23.3,66.301,1,1.0,626.0,1,1
S,S01010901,66.90258769325648,36.0,25.0,66.29034114837545,1,1.0,627.0,1,1
S,S01011420,66.88780905834606,32.0,27.0,66.28809003879206,1,1.0,628.0,1,1
S,S01009799,67.26711837446788,40.0,24.0,66.27942825241244,1,1.0,629.0,1,1
E,E01007009,66.265,40.6,34.300000000000004,66.265,1,1.0,630.0,1,1
W,W01000886,63.1,37.0,26.0,66.24826204344802,1,1.0,631.0,1,1
E,E01007292,66.241,39.0,29.299999999999997,66.241,1,1.0,632.0,1,1
E,E01014224,66.239,32.9,28.799999999999997,66.239,1,1.0,633.0,1,1
E,E01008391,66.215,40.8,30.9,66.215,1,1.0,634.0,1,1
W,W01000992,62.9,35.0,26.0,66.21166866130493,1,1.0,635.0,1,1
E,E01014287,66.196,33.800000000000004,29.4,66.196,1,1.0,636.0,1,1
E,E01015046,66.194,36.3,34.699999999999996,66.194,1,1.0,637.0,1,1
W,W01001530,63.9,39.0,23.0,66.16394318451427,1,1.0,638.0,1,1
E,E01012808,66.151,37.6,29.599999999999998,66.151,1,1.0,639.0,1,1
S,S01011387,67.14391132548435,34.0,27.0,66.14579081911921,1,1.0,640.0,1,1
S,S01010462,68.96927194000153,42.0,28.0,66.14512153475637,1,1.0,641.0,1,1
E,E01033669,66.139,36.199999999999996,27.1,66.139,1,1.0,642.0,1,1
E,E01019301,66.119,40.1,32.4,66.119,1,1.0,643.0,1,1
E,E01007338,66.116,37.8,36.1,66.116,1,1.0,644.0,1,1
E,E01033411,66.109,37.1,25.8,66.109,1,1.0,645.0,1,1
E,E01009107,66.106,44.3,27.500000000000004,66.106,1,1.0,646.0,1,1
E,E01033220,66.09,33.2,33.300000000000004,66.09,1,1.0,647.5,1,1
E,E01007291,66.09,38.800000000000004,29.7,66.09,1,1.0,647.5,1,1
S,S01012826,66.9206546111417,39.0,24.0,66.06899778041998,1,1.0,649.0,1,1
E,E01024615,66.056,38.1,34.300000000000004,66.056,1,1.0,650.0,1,1
E,E01006240,66.046,40.6,30.4,66.046,1,1.0,651.0,1,1
E,E01033678,66.044,37.0,27.1,66.044,1,1.0,652.0,1,1
E,E01006728,66.041,36.5,24.7,66.041,1,1.0,653.0,1,1
E,E01012408,66.032,38.2,31.900000000000002,66.032,1,1.0,654.0,1,1
W,W01000866,63.9,44.0,24.0,66.01468036229636,1,1.0,655.0,1,1
E,E01006771,66.012,35.199999999999996,32.4,66.012,1,1.0,656.0,1,1
E,E01005086,66.007,37.7,24.4,66.007,1,1.0,657.0,1,1
E,E01009585,65.988,38.2,24.9,65.988,1,1.0,658.0,1,1
E,E01006446,65.982,40.8,29.9,65.982,1,1.0,659.0,1,1
E,E01020757,65.979,38.1,32.300000000000004,65.979,1,1.0,660.0,1,1
E,E01009484,65.968,39.900000000000006,29.599999999999998,65.968,1,1.0,661.0,1,1
E,E01006598,65.962,39.1,28.499999999999996,65.962,1,1.0,662.0,1,1
S,S01010216,70.24964430072625,38.0,34.0,65.95632051612823,1,1.0,663.0,1,1
W,W01001689,63.9,39.0,22.0,65.93627219886558,1,1.0,664.0,1,1
S,S01009978,66.45059101894942,37.0,24.0,65.9354555916361,1,1.0,665.0,1,1
E,E01006732,65.932,41.3,29.099999999999998,65.932,1,1.0,666.0,1,1
E,E01012359,65.918,42.199999999999996,28.499999999999996,65.918,1,1.0,667.0,1,1
S,S01007871,66.79234224832548,37.0,25.0,65.91197684061494,1,1.0,668.0,1,1
E,E01006645,65.909,41.5,30.7,65.909,1,1.0,669.0,1,1
E,E01033469,65.897,39.6,29.9,65.897,1,1.0,670.0,1,1
W,W01001737,63.6,39.0,23.0,65.88289282657966,1,1.0,671.0,1,1
E,E01005586,65.87,37.1,27.900000000000002,65.87,1,1.0,672.0,1,1
E,E01011433,65.869,36.6,21.4,65.869,1,1.0,673.0,1,1
S,S01007461,67.81603658856132,35.0,29.0,65.84793109677308,1,1.0,674.0,1,1
E,E01032313,65.817,34.9,27.6,65.817,1,1.0,675.0,1,1
E,E01012327,65.809,42.5,31.8,65.809,1,1.0,676.0,1,1
E,E01014581,65.802,34.5,27.800000000000004,65.802,1,1.0,677.0,1,1
S,S01010181,66.33315712997363,35.0,25.0,65.79245930579714,1,1.0,678.0,1,1
E,E01008459,65.776,43.5,30.3,65.776,1,1.0,679.0,1,1
S,S01010643,66.14653073895093,38.0,23.0,65.77129134099164,1,1.0,680.0,1,1
E,E01011622,65.76,38.5,24.6,65.76,1,1.0,681.0,1,1
W,W01001617,62.3,40.0,28.0,65.72797610886651,1,1.0,682.0,1,1
E,E01009321,65.701,36.8,27.1,65.701,1,1.0,683.0,1,1
E,E01006447,65.697,41.5,30.9,65.697,1,1.0,684.0,1,1
